Quiz_round,2,RESULT:,-,allCorrect
num_trial,optionsPresented_time,outcome,loss_amount,running_total,anchor_stim,blue_aversive,blue_side,amount_orange,amount_blue,chosen_side,chosen_color,response_time,trial_repeat_count
C45636,1,111894.03999998467,0,0,5000,blue,true,right,23,10,left,orange,1827,0
C45636,2,116248.36500000674,0,0,5000,blue,true,left,45,97,right,orange,1075,0
C45636,3,119846.33500000928,0,0,5000,blue,true,right,54,62,left,orange,603,0
C45636,4,122972.83500002231,0,0,5000,blue,false,left,99,16,left,blue,1261,0
C45636,5,126760.9999999986,1,40,4960,blue,true,right,72,40,right,blue,1180,0
C45636,6,130472.88000001572,1,88,4872,blue,true,left,98,88,left,blue,2019,0
C45636,7,135021.6650000075,0,0,4872,blue,true,left,6,54,right,orange,1717,0
C45636,8,139258.834999986,0,0,4872,blue,true,left,64,55,right,orange,1644,0
C45636,9,143426.8049999955,0,0,4872,blue,false,right,96,45,right,blue,1965,0
C45636,10,147916.61499999464,1,19,4853,blue,true,right,28,19,right,blue,1223,0
C45636,11,151673.2750000083,0,0,4853,blue,true,left,95,26,right,orange,2582,0
C45636,12,156778.66000001086,1,29,4824,blue,true,right,90,29,right,blue,1222,0
C45636,13,160533.5849999683,0,0,4824,blue,true,right,20,53,left,orange,903,0
C45636,14,163962.91499998188,1,56,4768,blue,true,right,74,56,right,blue,2012,0
C45636,15,168509.32999997167,0,0,4768,blue,true,right,18,42,left,orange,1832,0
C45636,16,172867.41499998607,0,0,4768,blue,true,left,11,91,right,orange,1292,0
C45636,17,176683.86499996996,0,0,4768,blue,false,left,32,31,left,blue,1899,0
C45636,18,181109.61500002304,0,0,4768,blue,true,left,36,65,right,orange,1476,0
C45636,19,185107.73499996867,0,0,4768,blue,false,right,40,30,right,blue,2456,0
C45636,20,190085.19999997225,0,0,4768,blue,true,right,29,26,left,orange,1491,0
C45636,21,194104.31000002427,1,32,4736,blue,false,right,32,36,left,orange,1211,0
C45636,22,197842.24999998696,0,0,4736,blue,true,left,72,81,right,orange,1160,0
C45636,23,201525.17500001704,0,0,4736,blue,false,left,95,54,left,blue,1217,0
C45636,24,205265.54499997292,1,40,4696,blue,false,right,40,59,left,orange,1393,0
C45636,25,209193.28499998664,0,0,4696,blue,false,right,29,24,right,blue,1112,0
C45636,26,212830.9349999763,0,0,4696,blue,false,right,60,51,right,blue,1110,0
C45636,27,216463.45500001917,0,0,4696,blue,false,left,83,65,left,blue,918,0
