"subjID","choice","trial","outcome_blue","outcome","amount_blue","amount_orange","status","magLoss","choiceB","out","outcome_blue1"
"H40486",1,1,1,1,37,44,-1,37,1,-1,0
"H40486",1,2,1,1,12,66,-1,12,1,-1,0
"H40486",2,3,1,0,9,98,-1,0,0,1,0
"H40486",1,4,0,0,91,20,-1,0,1,1,1
"H40486",1,5,1,1,8,28,-1,8,1,-1,0
"H40486",2,6,1,0,33,30,-1,0,0,1,0
"H40486",2,7,1,0,24,27,-1,0,0,1,0
"H40486",2,8,0,1,43,58,-1,58,0,-1,1
"H40486",2,9,1,0,47,72,-1,0,0,1,0
"H40486",1,10,0,0,44,44,-1,0,1,1,1
"H40486",2,11,1,0,26,69,-1,0,0,1,0
"H40486",1,12,1,1,41,6,-1,41,1,-1,0
"H40486",2,13,1,0,34,88,-1,0,0,1,0
"H40486",1,14,0,0,18,73,-1,0,1,1,1
"H40486",1,15,1,1,25,60,-1,25,1,-1,0
"H40486",1,16,1,1,6,68,-1,6,1,-1,0
"H40486",1,17,0,0,39,48,-1,0,1,1,1
"H40486",1,18,1,1,76,35,-1,76,1,-1,0
"H40486",2,19,1,0,85,23,-1,0,0,1,0
"H40486",1,20,1,1,22,54,-1,22,1,-1,0
"H40486",2,21,0,1,58,66,-1,66,0,-1,1
"H40486",2,22,1,0,41,98,-1,0,0,1,0
"H40486",2,23,1,0,80,58,-1,0,0,1,0
"H40486",1,24,1,1,85,32,-1,85,1,-1,0
"H40486",1,25,0,0,15,83,-1,0,1,1,1
"H40486",1,26,1,1,16,18,-1,16,1,-1,0
"H40486",2,27,1,0,99,56,-1,0,0,1,0
"H40486",2,28,1,0,75,23,-1,0,0,1,0
"H40486",1,29,1,1,18,68,-1,18,1,-1,0
"H40486",1,30,1,1,16,30,-1,16,1,-1,0
"H40486",2,31,1,0,37,86,-1,0,0,1,0
"H40486",2,32,1,0,44,47,-1,0,0,1,0
"H40486",2,33,1,0,91,3,-1,0,0,1,0
"H40486",2,34,0,1,14,60,-1,60,0,-1,1
"H40486",1,35,1,1,84,54,-1,84,1,-1,0
"H40486",1,36,1,1,23,34,-1,23,1,-1,0
"H40486",1,37,1,1,28,96,-1,28,1,-1,0
"H40486",2,38,0,1,94,83,-1,83,0,-1,1
"H40486",2,39,1,0,86,63,-1,0,0,1,0
"H40486",1,40,1,1,53,99,-1,53,1,-1,0
"H40486",1,41,1,1,91,29,-1,91,1,-1,0
"H40486",1,42,1,1,64,88,-1,64,1,-1,0
"H40486",1,43,1,1,70,84,-1,70,1,-1,0
"H40486",1,44,0,0,88,61,-1,0,1,1,1
"H40486",2,45,1,0,43,61,-1,0,0,1,0
"H40486",2,46,1,0,54,87,-1,0,0,1,0
"H40486",1,47,0,0,90,5,-1,0,1,1,1
"H40486",1,48,1,1,44,71,-1,44,1,-1,0
"H40486",1,49,1,1,52,42,-1,52,1,-1,0
"H40486",2,50,1,0,93,39,-1,0,0,1,0
"H40486",1,51,1,1,24,39,-1,24,1,-1,0
"H40486",1,52,0,0,10,20,-1,0,1,1,1
"H40486",1,53,0,0,43,85,-1,0,1,1,1
"H40486",1,54,0,0,7,77,-1,0,1,1,1
"H40486",1,55,1,1,90,95,-1,90,1,-1,0
"H40486",1,56,1,1,7,56,-1,7,1,-1,0
"H40486",2,57,1,0,69,50,-1,0,0,1,0
"H40486",2,58,1,0,83,4,-1,0,0,1,0
"H40486",1,59,0,0,8,40,-1,0,1,1,1
"H40486",1,60,1,1,86,47,-1,86,1,-1,0
"H40486",1,61,1,1,49,15,-1,49,1,-1,0
"H40486",2,62,1,0,39,17,-1,0,0,1,0
"H40486",2,63,0,1,97,76,-1,76,0,-1,1
"H40486",1,64,1,1,14,73,-1,14,1,-1,0
"H40486",2,65,1,0,29,67,-1,0,0,1,0
"H40486",2,66,1,0,39,48,-1,0,0,1,0
"H40486",1,67,1,1,99,30,-1,99,1,-1,0
"H40486",1,68,0,0,20,13,-1,0,1,1,1
"H40486",1,69,1,1,59,66,-1,59,1,-1,0
"H40486",1,70,1,1,60,20,-1,60,1,-1,0
"H40486",1,71,1,1,25,41,1,25,1,-1,0
"H40486",2,72,0,1,70,76,1,76,0,-1,1
"H40486",1,73,0,0,18,73,1,0,1,1,1
"H40486",2,74,0,1,80,41,1,41,0,-1,1
"H40486",1,75,1,1,76,25,1,76,1,-1,0
"H40486",2,76,0,1,52,34,1,34,0,-1,1
"H40486",1,77,0,0,60,30,1,0,1,1,1
"H40486",1,78,0,0,36,91,1,0,1,1,1
"H40486",1,79,0,0,59,70,1,0,1,1,1
"H40486",1,80,1,1,47,64,1,47,1,-1,0
"H40486",2,81,0,1,44,28,1,28,0,-1,1
"H40486",2,82,0,1,80,2,1,2,0,-1,1
"H40486",2,83,0,1,39,20,1,20,0,-1,1
"H40486",2,84,0,1,61,32,1,32,0,-1,1
"H40486",2,85,0,1,61,90,1,90,0,-1,1
"H40486",2,86,1,0,70,62,1,0,0,1,0
"H40486",1,87,0,0,33,17,1,0,1,1,1
"H40486",2,88,0,1,17,74,1,74,0,-1,1
"H40486",2,89,0,1,85,2,1,2,0,-1,1
"H40486",1,90,0,0,76,39,1,0,1,1,1
"H40486",1,91,0,0,20,70,1,0,1,1,1
"H40486",2,92,1,0,69,24,1,0,0,1,0
"H40486",1,93,1,1,52,59,1,52,1,-1,0
"H40486",1,94,0,0,43,15,1,0,1,1,1
"H40486",1,95,1,1,34,50,1,34,1,-1,0
"H40486",1,96,0,0,48,43,1,0,1,1,1
"H40486",1,97,1,1,35,14,1,35,1,-1,0
"H40486",1,98,1,1,42,12,1,42,1,-1,0
"H40486",1,99,1,1,44,40,1,44,1,-1,0
"H40486",1,100,1,1,50,88,1,50,1,-1,0
"H40486",1,101,1,1,19,51,1,19,1,-1,0
"H40486",1,102,1,1,59,44,1,59,1,-1,0
"H40486",2,103,1,0,9,23,1,0,0,1,0
