"subjID","choice","trial","outcome_blue","outcome","amount_blue","amount_orange","status"
"C10000",1,1,1,1,10,23,1
"C10000",2,2,1,0,97,45,1
"C10000",2,3,1,0,62,54,1
"C10000",1,4,0,0,16,99,1
"C10000",1,5,1,1,40,72,1
"C10000",1,6,1,1,88,98,1
"C10000",2,7,1,0,54,6,1
"C10000",1,8,1,1,55,64,1
"C10000",1,9,0,0,45,96,1
"C10000",2,10,1,0,19,28,1
"C10000",1,11,1,1,26,95,1
"C10000",1,12,1,1,29,90,1
"C10000",2,13,1,0,53,20,1
"C10000",2,14,1,0,56,74,1
"C10000",2,15,1,0,42,18,1
"C10000",2,16,1,0,91,11,1
"C10000",1,17,0,0,31,32,1
"C10000",2,18,1,0,65,36,1
"C10000",1,19,0,0,30,40,1
"C10000",2,20,1,0,26,29,1
"C10000",2,21,0,1,36,32,1
"C10000",2,22,1,0,81,72,1
"C10000",1,23,0,0,54,95,1
"C10000",2,24,0,1,59,40,1
"C10000",1,25,0,0,24,29,1
"C10000",1,26,0,0,51,60,1
"C10000",1,27,0,0,65,83,1
"C10000",2,28,1,0,98,78,1
"C10000",1,29,0,0,51,56,1
"C10000",2,30,0,1,20,5,1
"C10000",1,31,0,0,2,67,1
"C10000",2,32,0,1,84,85,1
"C10000",2,33,1,0,49,7,1
"C10000",1,34,0,0,47,37,1
"C10000",2,35,0,1,91,27,1
"C10000",1,36,0,0,42,44,1
"C10000",2,37,1,0,55,31,1
"C10000",1,38,0,0,70,97,1
"C10000",1,39,0,0,9,14,1
"C10000",2,40,1,0,51,23,1
"C10000",1,41,1,1,79,89,1
"C10000",1,42,1,1,86,83,1
"C10000",2,43,1,0,62,40,1
"C10000",1,44,1,1,23,36,1
"C10000",1,45,1,1,61,65,1
"C10000",1,46,1,1,67,74,1
"C10000",1,47,1,1,41,73,1
"C10000",1,48,0,0,54,96,1
"C10000",2,49,1,0,88,86,1
"C10000",2,50,1,0,66,43,1
"C10000",2,51,1,0,79,72,1
"C10000",1,52,0,0,13,71,1
"C10000",1,53,1,1,53,78,1
"C10000",1,54,1,1,90,57,1
"C10000",2,55,0,1,12,3,1
"C10000",2,56,1,0,64,2,1
"C10000",1,57,1,1,9,99,1
"C10000",2,58,1,0,42,21,1
"C10000",1,59,1,1,72,83,1
"C10000",1,60,1,1,11,37,1
"C10000",2,61,0,1,81,67,1
"C10000",2,62,1,0,14,12,1
"C10000",1,63,0,0,90,78,1
"C10000",1,64,0,0,53,46,1
"C10000",2,65,0,1,42,30,1
"C10000",1,66,0,0,65,36,1
"C10000",1,67,0,0,49,49,1
"C10000",1,68,0,0,10,44,1
"C10000",1,69,0,0,64,70,1
"C10000",1,70,0,0,95,68,1
"C10000",1,71,0,0,46,38,-1
"C10000",1,72,0,0,24,18,-1
"C10000",1,73,0,0,78,82,-1
"C10000",1,74,0,0,54,59,-1
"C10000",1,75,0,0,33,36,-1
"C10000",1,76,1,1,56,49,-1
"C10000",2,77,0,1,83,26,-1
"C10000",2,78,0,1,81,38,-1
"C10000",1,79,0,0,3,12,-1
"C10000",1,80,0,0,38,62,-1
"C10000",1,81,0,0,50,43,-1
"C10000",1,82,0,0,47,50,-1
"C10000",1,83,1,1,35,41,-1
"C10000",1,84,0,0,62,9,-1
"C10000",1,85,0,0,58,60,-1
"C10000",1,86,0,0,31,88,-1
"C10000",1,87,0,0,44,56,-1
"C10000",2,88,1,0,15,31,-1
"C10000",1,89,0,0,31,90,-1
"C10000",1,90,0,0,76,80,-1
"C10000",1,91,0,0,4,78,-1
"C10000",1,92,0,0,28,60,-1
"C10000",2,93,1,0,99,56,-1
"C10000",1,94,0,0,45,31,-1
"C10000",1,95,0,0,16,55,-1
"C10000",1,96,1,1,89,12,-1
"C10000",2,97,0,1,4,49,-1
"C10000",1,98,0,0,12,69,-1
"C10000",1,99,1,1,26,49,-1
"C10000",2,100,0,1,76,75,-1
"C10000",1,101,0,0,90,22,-1
"C10000",1,102,1,1,23,26,-1
"C10000",1,103,0,0,68,11,-1
"C10000",1,104,1,1,82,71,-1
"C10000",1,105,0,0,95,86,-1
"C10000",2,106,0,1,88,79,-1
"C10000",1,107,0,0,40,75,-1
"C10000",1,108,0,0,94,11,-1
"C10000",1,109,1,1,44,53,-1
"C10000",1,110,0,0,17,85,-1
