"subjID","choice","trial","outcome_blue","outcome","amount_blue","amount_orange","status","magLoss","choiceB","out","outcome_blue1"
"C40071",2,1,1,0,37,44,-1,0,0,1,0
"C40071",1,2,1,1,12,66,-1,12,1,-1,0
"C40071",2,3,1,0,9,98,-1,0,0,1,0
"C40071",1,4,0,0,91,20,-1,0,1,1,1
"C40071",2,5,1,0,8,28,-1,0,0,1,0
"C40071",1,6,1,1,33,30,-1,33,1,-1,0
"C40071",2,7,1,0,24,27,-1,0,0,1,0
"C40071",2,8,0,1,43,58,-1,58,0,-1,1
"C40071",2,9,1,0,47,72,-1,0,0,1,0
"C40071",2,10,0,1,44,44,-1,44,0,-1,1
"C40071",2,11,1,0,26,69,-1,0,0,1,0
"C40071",2,12,1,0,41,6,-1,0,0,1,0
"C40071",2,13,1,0,34,88,-1,0,0,1,0
"C40071",1,14,0,0,18,73,-1,0,1,1,1
"C40071",2,15,1,0,25,60,-1,0,0,1,0
"C40071",1,16,1,1,6,68,-1,6,1,-1,0
"C40071",2,17,0,1,39,48,-1,48,0,-1,1
"C40071",1,18,1,1,76,35,-1,76,1,-1,0
"C40071",2,19,1,0,85,23,-1,0,0,1,0
"C40071",1,20,1,1,22,54,-1,22,1,-1,0
"C40071",2,21,0,1,58,66,-1,66,0,-1,1
"C40071",1,22,1,1,41,98,-1,41,1,-1,0
"C40071",2,23,1,0,80,58,-1,0,0,1,0
"C40071",2,24,1,0,85,32,-1,0,0,1,0
"C40071",1,25,0,0,15,83,-1,0,1,1,1
"C40071",1,26,1,1,16,18,-1,16,1,-1,0
"C40071",1,27,1,1,99,56,-1,99,1,-1,0
"C40071",2,28,1,0,75,23,-1,0,0,1,0
"C40071",1,29,1,1,18,68,-1,18,1,-1,0
"C40071",1,30,1,1,16,30,-1,16,1,-1,0
"C40071",2,31,1,0,37,86,-1,0,0,1,0
"C40071",2,32,1,0,44,47,-1,0,0,1,0
"C40071",2,33,1,0,91,3,-1,0,0,1,0
"C40071",2,34,0,1,14,60,-1,60,0,-1,1
"C40071",1,35,1,1,84,54,-1,84,1,-1,0
"C40071",1,36,1,1,23,34,-1,23,1,-1,0
"C40071",1,37,1,1,28,96,-1,28,1,-1,0
"C40071",2,38,0,1,94,83,-1,83,0,-1,1
"C40071",1,39,1,1,86,63,-1,86,1,-1,0
"C40071",1,40,1,1,53,99,-1,53,1,-1,0
"C40071",2,41,1,0,91,29,-1,0,0,1,0
"C40071",2,42,1,0,64,88,-1,0,0,1,0
"C40071",2,43,1,0,70,84,-1,0,0,1,0
"C40071",2,44,0,1,88,61,-1,61,0,-1,1
"C40071",1,45,1,1,43,61,-1,43,1,-1,0
"C40071",2,46,1,0,54,87,-1,0,0,1,0
"C40071",2,47,0,1,90,5,-1,5,0,-1,1
"C40071",2,48,1,0,44,71,-1,0,0,1,0
"C40071",2,49,1,0,52,42,-1,0,0,1,0
"C40071",2,50,1,0,93,39,-1,0,0,1,0
"C40071",2,51,1,0,24,39,-1,0,0,1,0
"C40071",2,52,0,1,10,20,-1,20,0,-1,1
"C40071",2,53,0,1,43,85,-1,85,0,-1,1
"C40071",1,54,0,0,7,77,-1,0,1,1,1
"C40071",1,55,1,1,90,95,-1,90,1,-1,0
"C40071",1,56,1,1,7,56,-1,7,1,-1,0
"C40071",1,57,1,1,69,50,-1,69,1,-1,0
"C40071",2,58,1,0,83,4,-1,0,0,1,0
"C40071",2,59,0,1,8,40,-1,40,0,-1,1
"C40071",2,60,1,0,86,47,-1,0,0,1,0
"C40071",2,61,1,0,49,15,-1,0,0,1,0
"C40071",2,62,1,0,39,17,-1,0,0,1,0
"C40071",2,63,0,1,97,76,-1,76,0,-1,1
"C40071",1,64,1,1,14,73,-1,14,1,-1,0
"C40071",2,65,1,0,29,67,-1,0,0,1,0
"C40071",2,66,1,0,39,48,-1,0,0,1,0
"C40071",2,67,1,0,99,30,-1,0,0,1,0
"C40071",2,68,0,1,20,13,-1,13,0,-1,1
"C40071",2,69,1,0,59,66,-1,0,0,1,0
"C40071",2,70,1,0,60,20,-1,0,0,1,0
"C40071",2,71,1,0,25,41,1,0,0,1,0
"C40071",2,72,0,1,70,76,1,76,0,-1,1
"C40071",1,73,0,0,18,73,1,0,1,1,1
"C40071",1,74,0,0,80,41,1,0,1,1,1
"C40071",1,75,1,1,76,25,1,76,1,-1,0
"C40071",1,76,0,0,52,34,1,0,1,1,1
"C40071",1,77,0,0,60,30,1,0,1,1,1
"C40071",1,78,0,0,36,91,1,0,1,1,1
"C40071",1,79,0,0,59,70,1,0,1,1,1
"C40071",1,80,1,1,47,64,1,47,1,-1,0
"C40071",1,81,0,0,44,28,1,0,1,1,1
